"idCode","name","rarity","rarityId","sortOrder","metadataImageWidth","metadataImageHeight","actualFrontWidth","actualFrontHeight","frontDimensionsMatchMetadata","frontPath","backPath","frontUrl","backUrl"
"BP01-SPR14","Messy Henhouse","SPR","rarity-d6b5v6ue","61","745","1040","745","1040","true","Messy Henhouse/BP01-SPR14__Messy Henhouse__front.png","Messy Henhouse/BP01-SPR14__Messy Henhouse__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/94767cb86f16e8c32a8fdbc8b2b6f4d9-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR15","Washing Day","SPR","rarity-d6b5v6ue","62","745","1040","745","1040","true","Washing Day/BP01-SPR15__Washing Day__front.png","Washing Day/BP01-SPR15__Washing Day__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5199627542c81686c3e564fbfe5ceee8-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR16","Dig for Gems","SPR","rarity-d6b5v6ue","63","745","1040","745","1040","true","Dig for Gems/BP01-SPR16__Dig for Gems__front.png","Dig for Gems/BP01-SPR16__Dig for Gems__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/55460d70b770a03720c3d5a47c4a22f7-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR17","Attend to Cure","SPR","rarity-d6b5v6ue","64","745","1040","745","1040","true","Attend to Cure/BP01-SPR17__Attend to Cure__front.png","Attend to Cure/BP01-SPR17__Attend to Cure__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/f9cf8584d53e3a3411645f1073db5974-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR18","Accidentally Burnt Book","SPR","rarity-d6b5v6ue","65","745","1040","745","1040","true","Accidentally Burnt Book/BP01-SPR18__Accidentally Burnt Book__front.png","Accidentally Burnt Book/BP01-SPR18__Accidentally Burnt Book__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/e52101c065c5b1652497f9e08dee760a-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR19","Cycling for Friends","SPR","rarity-d6b5v6ue","66","745","1040","745","1040","true","Cycling for Friends/BP01-SPR19__Cycling for Friends__front.png","Cycling for Friends/BP01-SPR19__Cycling for Friends__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/ee8e7380823071b68910d2228b172809-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR20","Head Up to the Night Sky","SPR","rarity-d6b5v6ue","67","745","1040","745","1040","true","Head Up to the Night Sky/BP01-SPR20__Head Up to the Night Sky__front.png","Head Up to the Night Sky/BP01-SPR20__Head Up to the Night Sky__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/463d7ae93bceb6b5fe0eeaf6b5d3bdf0-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR21","Found Scroll","SPR","rarity-d6b5v6ue","68","745","1040","745","1040","true","Found Scroll/BP01-SPR21__Found Scroll__front.png","Found Scroll/BP01-SPR21__Found Scroll__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/3760cdcb2acb2e6edc1bed01d693271d-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR22","Super Spicy Sauce","SPR","rarity-d6b5v6ue","69","745","1040","745","1040","true","Super Spicy Sauce/BP01-SPR22__Super Spicy Sauce__front.png","Super Spicy Sauce/BP01-SPR22__Super Spicy Sauce__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/22df3a5513d82b90a7dfeced3acb8a92-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR23","Soda","SPR","rarity-d6b5v6ue","70","745","1040","745","1040","true","Soda/BP01-SPR23__Soda__front.png","Soda/BP01-SPR23__Soda__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/095d79a7031834158f6f76771712e3bb-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR24","Horseshoe","SPR","rarity-d6b5v6ue","71","745","1040","745","1040","true","Horseshoe/BP01-SPR24__Horseshoe__front.png","Horseshoe/BP01-SPR24__Horseshoe__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/abd88c5b104b7097798ebde02e9da160-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR25","Pinkie Pie's Flying Device","SPR","rarity-d6b5v6ue","72","745","1040","745","1040","true","Pinkie Pie's Flying Device/BP01-SPR25__Pinkie Pie's Flying Device__front.png","Pinkie Pie's Flying Device/BP01-SPR25__Pinkie Pie's Flying Device__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/243f91298629d774453685aca929b83c-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR26","Thimble Pack","SPR","rarity-d6b5v6ue","73","745","1040","745","1040","true","Thimble Pack/BP01-SPR26__Thimble Pack__front.png","Thimble Pack/BP01-SPR26__Thimble Pack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/58436c0690c9152ec13b9a54cbd6212d-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR27","Fluttershy's Bell","SPR","rarity-d6b5v6ue","74","745","1040","745","1040","true","Fluttershy's Bell/BP01-SPR27__Fluttershy's Bell__front.png","Fluttershy's Bell/BP01-SPR27__Fluttershy's Bell__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/65c6ed89780de6427576471f0a72ae7b-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"BP01-SPR28","Recorder","SPR","rarity-d6b5v6ue","75","745","1040","745","1040","true","Recorder/BP01-SPR28__Recorder__front.png","Recorder/BP01-SPR28__Recorder__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/bdb5bb895cb6cc65e562f98e53d3505b-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93c3f69eca3e370bfa4cd7d20d99ee86-745-1040.png"
"SD01-ER07","Canterlot Tower","ER","rarity-hojmi1n0","76","745","1040","745","1040","true","Canterlot Tower/SD01-ER07__Canterlot Tower__front.png","Canterlot Tower/SD01-ER07__Canterlot Tower__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/7e13a2cfd1f1d99794562143b7058e0c-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd58dd5d2acb3e93650389a98b2462a3-745-1040.png"
"SD01-ER08","Ponyville Suburb","ER","rarity-hojmi1n0","77","745","1040","745","1040","true","Ponyville Suburb/SD01-ER08__Ponyville Suburb__front.png","Ponyville Suburb/SD01-ER08__Ponyville Suburb__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/981b29a3df9677c0297e8a6ce3bfb9d0-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd58dd5d2acb3e93650389a98b2462a3-745-1040.png"
"SD01-ER09","Ponyville Street","ER","rarity-hojmi1n0","78","745","1040","745","1040","true","Ponyville Street/SD01-ER09__Ponyville Street__front.png","Ponyville Street/SD01-ER09__Ponyville Street__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/7e7ee024b016e73a8b6459328035a508-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd58dd5d2acb3e93650389a98b2462a3-745-1040.png"
"SD01-ER10","Road at Sweet Apple Acres","ER","rarity-hojmi1n0","79","745","1040","745","1040","true","Road at Sweet Apple Acres/SD01-ER10__Road at Sweet Apple Acres__front.png","Road at Sweet Apple Acres/SD01-ER10__Road at Sweet Apple Acres__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/90b019bec84edc680816e60d90004750-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd58dd5d2acb3e93650389a98b2462a3-745-1040.png"
"SD01-ER11","Stairs of Cloudsdale","ER","rarity-hojmi1n0","80","745","1040","745","1040","true","Stairs of Cloudsdale/SD01-ER11__Stairs of Cloudsdale__front.png","Stairs of Cloudsdale/SD01-ER11__Stairs of Cloudsdale__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4d367f49440c7cc10261f379078ccaf5-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd58dd5d2acb3e93650389a98b2462a3-745-1040.png"
"SD01-ER12","Manehattan Streets","ER","rarity-hojmi1n0","81","745","1040","745","1040","true","Manehattan Streets/SD01-ER12__Manehattan Streets__front.png","Manehattan Streets/SD01-ER12__Manehattan Streets__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/d1a609beeb1e3a11bb2dbda071a53674-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd58dd5d2acb3e93650389a98b2462a3-745-1040.png"
"BP01-RR01","Twilight Sparkle","RR","rarity-ru5jtgim","82","745","1040","745","1040","true","Twilight Sparkle/BP01-RR01__Twilight Sparkle__front.png","Twilight Sparkle/BP01-RR01__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/8b1510df37e94f71e95105c47d24e864-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/3f9f48b22fbeba8ad8d64d2bca11d1a3-745-1040.png"
"BP01-RR02","Fluttershy","RR","rarity-ru5jtgim","83","745","1040","745","1040","true","Fluttershy/BP01-RR02__Fluttershy__front.png","Fluttershy/BP01-RR02__Fluttershy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/d4175edc7316bf69a5fa0ccf7fed560d-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4afe20a74c0d733ba60bc75fb2283e07-745-1040.png"
"BP01-RR03","Pinkie Pie","RR","rarity-ru5jtgim","84","745","1040","745","1040","true","Pinkie Pie/BP01-RR03__Pinkie Pie__front.png","Pinkie Pie/BP01-RR03__Pinkie Pie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b4022232d5b69dc60c7b7972d958b411-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/379b4431edd1e9a230f6c917ecf898ad-745-1040.png"
"BP01-RR04","Applejack","RR","rarity-ru5jtgim","85","745","1040","745","1040","true","Applejack/BP01-RR04__Applejack__front.png","Applejack/BP01-RR04__Applejack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/56d446394ba3e90c654df9f8b5b8e795-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9dfebcefb687d6b7d9f2a8fb9b849362-745-1040.png"
"BP01-RR05","Rainbow Dash","RR","rarity-ru5jtgim","86","745","1040","745","1040","true","Rainbow Dash/BP01-RR05__Rainbow Dash__front.png","Rainbow Dash/BP01-RR05__Rainbow Dash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/0b28a30e0d29e03ede943c3903466c7b-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/bbc9831aaa29f72498292a4cce4427a9-745-1040.png"
"BP01-RR06","Rarity","RR","rarity-ru5jtgim","87","745","1040","745","1040","true","Rarity/BP01-RR06__Rarity__front.png","Rarity/BP01-RR06__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/6d06e5af39bffe439e6868068fe5545f-745-1040.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/fd5078ba20175186e7a60c58968246d0-745-1040.png"
"BP01-C01","Twilight Sparkle","C","rarity-ts2wo1ts","88","743","1038","743","1038","true","Twilight Sparkle/BP01-C01__Twilight Sparkle__front.png","Twilight Sparkle/BP01-C01__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/6065c783893eb6c59e20784ff50301b0-743-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/59a47c57be116dec05fcae46caf38415-745-1040.png"
"BP01-C02","Twilight Sparkle","C","rarity-ts2wo1ts","89","742","1036","742","1036","true","Twilight Sparkle/BP01-C02__Twilight Sparkle__front.png","Twilight Sparkle/BP01-C02__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/31d53002d91927a6f80c5e0adb1c8055-742-1036.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/1c4afe895ee86d797c71526dd236d8a9-745-1040.png"
"BP01-C03","Twilight Sparkle","C","rarity-ts2wo1ts","90","745","1038","745","1038","true","Twilight Sparkle/BP01-C03__Twilight Sparkle__front.png","Twilight Sparkle/BP01-C03__Twilight Sparkle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/02d42a4f43916cef669f41f7cb7f9b7f-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9018f7b415d8e98d34b77f039d69cf83-745-1040.png"
"BP01-C04","Fluttershy","C","rarity-ts2wo1ts","91","745","1038","745","1038","true","Fluttershy/BP01-C04__Fluttershy__front.png","Fluttershy/BP01-C04__Fluttershy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/590553c23e7fae3673fcadddc410ce72-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/e163ae9b0cdbf519fbf2a9def977d581-745-1040.png"
"BP01-C05","Fluttershy","C","rarity-ts2wo1ts","92","745","1038","745","1038","true","Fluttershy/BP01-C05__Fluttershy__front.png","Fluttershy/BP01-C05__Fluttershy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14b33c038d17c1127381d8b662dde41d-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/00b0187150fd9334780913f7d074aa62-745-1040.png"
"BP01-C06","Pinkie Pie","C","rarity-ts2wo1ts","93","745","1038","745","1038","true","Pinkie Pie/BP01-C06__Pinkie Pie__front.png","Pinkie Pie/BP01-C06__Pinkie Pie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/e4172c5ef2968f87ce40c94140408f63-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/ec6b4f3a8fdd9badf3c824ea8eace736-745-1040.png"
"BP01-C07","Pinkie Pie","C","rarity-ts2wo1ts","94","745","1038","745","1038","true","Pinkie Pie/BP01-C07__Pinkie Pie__front.png","Pinkie Pie/BP01-C07__Pinkie Pie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/e04609861bd155c835c7f4acc2019acc-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/03fd56bb664d36548c1735c20e4f1df7-745-1040.png"
"BP01-C08","Applejack","C","rarity-ts2wo1ts","95","745","1038","745","1038","true","Applejack/BP01-C08__Applejack__front.png","Applejack/BP01-C08__Applejack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/9a79de98425aec44d789a89e41e0fc3e-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/0b2c140431e49260bde163b30cd0348e-745-1040.png"
"BP01-C09","Applejack","C","rarity-ts2wo1ts","96","745","1038","745","1038","true","Applejack/BP01-C09__Applejack__front.png","Applejack/BP01-C09__Applejack__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5870f05e8a214df5a3d9e118efa134dc-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/84b950b1299060b2893aa7d7e71e32a3-745-1040.png"
"BP01-C10","Rainbow Dash","C","rarity-ts2wo1ts","97","745","1038","745","1038","true","Rainbow Dash/BP01-C10__Rainbow Dash__front.png","Rainbow Dash/BP01-C10__Rainbow Dash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/c70b7e747f392d5235cfc314eb68811c-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4173aeff9a4dabcb74817095c36e6fd4-745-1040.png"
"BP01-C11","Rainbow Dash","C","rarity-ts2wo1ts","98","745","1038","745","1038","true","Rainbow Dash/BP01-C11__Rainbow Dash__front.png","Rainbow Dash/BP01-C11__Rainbow Dash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/042a3425c3a217de4414024dc4660976-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/14703eba112922e3474284b61e2666c8-745-1040.png"
"BP01-C12","Rarity","C","rarity-ts2wo1ts","99","745","1038","745","1038","true","Rarity/BP01-C12__Rarity__front.png","Rarity/BP01-C12__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b92fcbbd6e8e3d65d4862066e6e774f8-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/d74c3ef9bdcfce990ae50adb102f0d07-745-1040.png"
"BP01-C13","Rarity","C","rarity-ts2wo1ts","100","745","1038","745","1038","true","Rarity/BP01-C13__Rarity__front.png","Rarity/BP01-C13__Rarity__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/93bfd543887cde5276af7c32ad186203-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/33575ed8f30facfb2642e9619ec83f97-745-1040.png"
"BP01-C14","Spike","C","rarity-ts2wo1ts","101","745","1038","745","1038","true","Spike/BP01-C14__Spike__front.png","Spike/BP01-C14__Spike__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/21b9df7d510709ad2fdcc958cfe693e7-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/eef846aee83d83f6ffb3ceab4262089b-745-1040.png"
"BP01-C15","Apple Bloom","C","rarity-ts2wo1ts","102","745","1038","745","1038","true","Apple Bloom/BP01-C15__Apple Bloom__front.png","Apple Bloom/BP01-C15__Apple Bloom__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/c937775840d45a5de6914d58c74ec569-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/84eca06398e839dec87778b48d1a9f7c-745-1040.png"
"BP01-C16","Sweetie Belle","C","rarity-ts2wo1ts","103","745","1038","745","1038","true","Sweetie Belle/BP01-C16__Sweetie Belle__front.png","Sweetie Belle/BP01-C16__Sweetie Belle__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/86de7e0e77bdb486be9e4d980d4031bc-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b8cfac1ee2aa81810cdc8353fd64144f-745-1040.png"
"BP01-C17","Scootaloo","C","rarity-ts2wo1ts","104","745","1038","745","1038","true","Scootaloo/BP01-C17__Scootaloo__front.png","Scootaloo/BP01-C17__Scootaloo__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/53b3d117d43854baaa7e151d982339e4-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4dd6ebd1a14d20ad8693c1b6bb1e0420-745-1040.png"
"BP01-C18","Big McIntosh","C","rarity-ts2wo1ts","105","745","1038","745","1038","true","Big McIntosh/BP01-C18__Big McIntosh__front.png","Big McIntosh/BP01-C18__Big McIntosh__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/6720f0c4c1c2f5854cf79def28fdd9c8-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/20b755e3ef9a92b363e28ded64e18c7a-745-1040.png"
"BP01-C19","Granny Smith","C","rarity-ts2wo1ts","106","745","1038","745","1038","true","Granny Smith/BP01-C19__Granny Smith__front.png","Granny Smith/BP01-C19__Granny Smith__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/23568e02d888d290c4f5362acc1e893b-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b5c45c6e96337b33de816eefa222f049-745-1040.png"
"BP01-C20","Trixie","C","rarity-ts2wo1ts","107","745","1038","745","1038","true","Trixie/BP01-C20__Trixie__front.png","Trixie/BP01-C20__Trixie__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/2c515202069a1908c7a221f0bc132c5b-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/c9f2d78b352961e409da522c12a393f9-745-1040.png"
"BP01-C21","Gilda","C","rarity-ts2wo1ts","108","745","1038","745","1038","true","Gilda/BP01-C21__Gilda__front.png","Gilda/BP01-C21__Gilda__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b1272e4ead87e442cdb79d4058131ccd-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/69ddb9b8c650e4ddc2c602db54e402b5-745-1040.png"
"BP01-C22","Diamond Tiara","C","rarity-ts2wo1ts","109","745","1038","745","1038","true","Diamond Tiara/BP01-C22__Diamond Tiara__front.png","Diamond Tiara/BP01-C22__Diamond Tiara__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/0851363174e1bb963d178e34fc3657ca-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5fed2a65cb8099ef11de156ac1bf492d-745-1040.png"
"BP01-C23","Silver Spoon","C","rarity-ts2wo1ts","110","745","1038","745","1038","true","Silver Spoon/BP01-C23__Silver Spoon__front.png","Silver Spoon/BP01-C23__Silver Spoon__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/7460320ffb1683163367805502ad28a7-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/8cfa78f51c363f5b3d8f9953422774e5-745-1040.png"
"BP01-C24","Mayor Mare","C","rarity-ts2wo1ts","111","745","1038","745","1038","true","Mayor Mare/BP01-C24__Mayor Mare__front.png","Mayor Mare/BP01-C24__Mayor Mare__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5e2569b5280044224d5d7633bfa3fe5c-745-1038.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/374ea3ab53bd3bb2fd65256382ec9244-745-1040.png"
"BP01-C25","The Ticket Master -- Two Tickets to the Gala","C","rarity-ts2wo1ts","112","1040","745","1040","745","true","The Ticket Master -- Two Tickets to the Gala/BP01-C25__The Ticket Master -- Two Tickets to the Gala__front.png","The Ticket Master -- Two Tickets to the Gala/BP01-C25__The Ticket Master -- Two Tickets to the Gala__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/21466f72aaf05725d1df1fc1c4f483c4-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/5dfa1acf1a1b8d61058db12d2178272f-1040-745.png"
"BP01-C26","The Ticket Master -- Friends Frenzy","C","rarity-ts2wo1ts","113","1040","745","1040","745","true","The Ticket Master -- Friends Frenzy/BP01-C26__The Ticket Master -- Friends Frenzy__front.png","The Ticket Master -- Friends Frenzy/BP01-C26__The Ticket Master -- Friends Frenzy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/3b65f98bdfafb2f8e7917c4a7beef9e9-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/36574c25f25dd512dfd56ea33685131b-1040-745.png"
"BP01-C27","The Ticket Master -- All or None","C","rarity-ts2wo1ts","114","1040","745","1040","745","true","The Ticket Master -- All or None/BP01-C27__The Ticket Master -- All or None__front.png","The Ticket Master -- All or None/BP01-C27__The Ticket Master -- All or None__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/146ce1063aa8be22594efd338780ba4d-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/0e61e75c4309e0b554c0f6037cc231f7-1040-745.png"
"BP01-C28","The Ticket Master -- Wish Granted","C","rarity-ts2wo1ts","115","1040","745","1040","745","true","The Ticket Master -- Wish Granted/BP01-C28__The Ticket Master -- Wish Granted__front.png","The Ticket Master -- Wish Granted/BP01-C28__The Ticket Master -- Wish Granted__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/e82dc673cc09976341e29ee171e64b69-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/08c1590dbb71fbad783549f7ab40665f-1040-745.png"
"BP01-C29","Curing Philomena -- A Very Sick Patient","C","rarity-ts2wo1ts","116","1040","745","1040","745","true","Curing Philomena -- A Very Sick Patient/BP01-C29__Curing Philomena -- A Very Sick Patient__front.png","Curing Philomena -- A Very Sick Patient/BP01-C29__Curing Philomena -- A Very Sick Patient__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/1582a992aa941884922b5430a59c3ffa-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/a2f2c353d4f16838f830eaba4770c035-1040-745.png"
"BP01-C30","Curing Philomena -- Intensive Care","C","rarity-ts2wo1ts","117","1040","745","1040","745","true","Curing Philomena -- Intensive Care/BP01-C30__Curing Philomena -- Intensive Care__front.png","Curing Philomena -- Intensive Care/BP01-C30__Curing Philomena -- Intensive Care__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/dbee8888a2506eda65a47673b4228bd2-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/4221af2d1b339f95cd1fc1c21986eb8a-1040-745.png"
"BP01-C31","Curing Philomena -- Turning to Ash","C","rarity-ts2wo1ts","118","1040","745","1040","745","true","Curing Philomena -- Turning to Ash/BP01-C31__Curing Philomena -- Turning to Ash__front.png","Curing Philomena -- Turning to Ash/BP01-C31__Curing Philomena -- Turning to Ash__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/235d0d3223d465a20566994971268804-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/06262aa2ac545d8dbd8c124130515b50-1040-745.png"
"BP01-C32","Curing Philomena -- Rebirth","C","rarity-ts2wo1ts","119","1040","745","1040","745","true","Curing Philomena -- Rebirth/BP01-C32__Curing Philomena -- Rebirth__front.png","Curing Philomena -- Rebirth/BP01-C32__Curing Philomena -- Rebirth__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/2e856574432d503dc81de1eb9a2b1421-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/c9ac869301933257152a1c5269a21d0e-1040-745.png"
"BP01-C33","Party of One -- Invitation Declined","C","rarity-ts2wo1ts","120","1040","745","1040","745","true","Party of One -- Invitation Declined/BP01-C33__Party of One -- Invitation Declined__front.png","Party of One -- Invitation Declined/BP01-C33__Party of One -- Invitation Declined__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/83949182b29733776c264dc579b2eed7-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/e58c00f9dc2f141570698c09007f6a9e-1040-745.png"
"BP01-C34","Party of One -- Something Fishy","C","rarity-ts2wo1ts","121","1040","745","1040","745","true","Party of One -- Something Fishy/BP01-C34__Party of One -- Something Fishy__front.png","Party of One -- Something Fishy/BP01-C34__Party of One -- Something Fishy__back.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/40b9c2d754ab8c52b16c22f6273081e9-1040-745.png","https://static-sg.kayouofficial.com/overseas/website/2026/06/25/b92b5dda69a77bf34644e3111872e6e7-1040-745.png"
